num_functions,cyclomatic_complexity,num_loops,num_function_calls,num_memory_allocations,num_pointer_operations,num_exp_math_operations,instruction_count,arithmetic_instr_pct,memory_instr_pct,control_instr_pct,control_path_depth,power_mw
213367,103728,76903,190040,36946,9,74446,3819152,1.95,0.97,2.72,2,408
180288,114052,76229,145587,37802,9,53732,3327904,1.61,1.14,3.43,2,327
188632,79602,63958,132527,15104,9,29126,3342290,0.87,0.45,2.38,2,75
224069,137889,99794,190912,38914,9,78132,4359579,1.79,0.89,3.16,2,325
243545,84514,74689,151731,5348,9,20768,3868831,0.54,0.14,2.18,2,125
173736,104952,65700,133980,38898,9,42814,2961522,1.45,1.31,3.54,2,516
238030,116333,87566,164626,37858,9,41804,4294893,0.97,0.88,2.71,2,368
140432,73552,49726,84513,8066,9,10668,2517038,0.42,0.32,2.92,2,109
228620,103844,75036,182231,39424,9,58154,3939366,1.48,1.0,2.64,2,590
246732,86714,75595,173869,4032,9,41126,3874711,1.06,0.1,2.24,2,189
190692,77643,65736,141164,17978,9,36766,3345929,1.1,0.54,2.32,2,179
171368,98077,76788,143259,39360,9,56006,3364486,1.66,1.17,2.92,2,508
109456,77937,49907,83179,19608,9,27904,2255638,1.24,0.87,3.46,2,144
170172,72987,60740,105323,9654,9,18856,2875145,0.66,0.34,2.54,2,153
175287,105397,77673,167385,38982,9,78012,3373110,2.31,1.16,3.12,2,581
169074,83944,61488,141349,37672,9,55902,2909154,1.92,1.29,2.89,2,586
226064,126672,88577,192479,37854,9,74664,4277458,1.75,0.88,2.96,2,571
161625,100178,62064,124034,37390,9,39918,2951773,1.35,1.27,3.39,2,658
209709,83119,72365,158961,5366,9,45002,3415263,1.32,0.16,2.43,2,116
201430,92526,67445,133248,14044,9,22872,3394966,0.67,0.41,2.73,2,145
152431,83243,69017,103387,9960,9,25490,3112812,0.82,0.32,2.67,2,144
212053,112335,74426,188711,39492,9,78962,3832200,2.06,1.03,2.93,2,366
236602,122809,83672,202887,39938,9,79922,4006324,1.99,1.0,3.07,2,355
163608,56139,44599,107139,6046,9,15582,2388145,0.65,0.25,2.35,2,138
180420,108649,70629,146143,37268,9,52340,3496769,1.5,1.07,3.11,2,566
239286,98293,71095,185807,39346,9,56438,3948452,1.43,1.0,2.49,2,575
260929,108210,81111,215559,38864,9,75362,4363305,1.73,0.89,2.48,2,537
187713,84628,71457,152113,16536,9,53914,3288623,1.64,0.5,2.57,2,121
185874,98726,76989,153332,39934,9,56264,3527147,1.6,1.13,2.8,2,480
198231,87560,60917,152568,36296,9,44036,3046022,1.45,1.19,2.87,2,430
76517,35522,26175,73074,15744,9,34290,1363634,2.51,1.15,2.6,2,132
117133,50097,45539,102183,4256,9,42718,2252222,1.9,0.19,2.22,2,93
238991,113579,87349,204908,37980,9,75802,4173988,1.82,0.91,2.72,2,436
187782,89306,61448,121234,18216,9,22996,3256160,0.71,0.56,2.74,2,146
224936,103961,79573,172987,39338,9,56336,3942233,1.43,1.0,2.64,2,500
208717,132123,93117,165485,40000,9,59036,4111408,1.44,0.97,3.21,2,470
173971,71923,54443,122403,15370,9,30992,2933931,1.06,0.52,2.45,2,61
136673,74737,60778,105122,18978,9,36120,2566548,1.41,0.74,2.91,2,16
169145,86734,59835,128614,36994,9,42540,3213352,1.32,1.15,2.7,2,603
230962,86404,69132,182913,19598,9,58410,3859672,1.51,0.51,2.24,2,100
290826,122070,98922,201318,7218,9,46972,4878366,0.96,0.15,2.5,2,183
116665,66792,49922,97092,18094,9,37496,2401246,1.56,0.75,2.78,2,108
124257,72052,55091,89213,19366,9,26216,2535798,1.03,0.76,2.84,2,50
198675,120883,81758,180808,39408,9,76934,3979697,1.93,0.99,3.04,2,392
156496,83792,56219,112555,15612,9,33664,2860540,1.18,0.55,2.93,2,186
121681,51864,36553,86124,14988,9,23814,1961549,1.21,0.76,2.64,2,115
195090,63656,50517,118264,7388,9,11396,2925688,0.39,0.25,2.18,2,170
209866,131221,94604,147635,36218,9,40730,4161203,0.98,0.87,3.15,2,489
196705,72275,65853,115751,3694,9,8040,3185300,0.25,0.12,2.27,2,196
236128,90634,70721,201766,37368,9,74354,3839100,1.94,0.97,2.36,2,454
228408,126394,89054,159735,36308,9,43612,4215867,1.03,0.86,3.0,2,387
212307,97692,69872,169510,16050,9,54094,3300466,1.64,0.49,2.96,2,117
164918,83902,57453,115461,15648,9,31082,2879208,1.08,0.54,2.91,2,103
244343,101818,73001,172021,37930,9,40130,3805152,1.05,1.0,2.68,2,430
105520,66898,46240,108811,38996,9,54546,2115257,2.58,1.84,3.16,2,508
155516,87039,65295,154641,38160,9,76096,3137080,2.43,1.22,2.77,2,564
152228,76530,54798,123440,7416,9,46798,2773222,1.69,0.27,2.76,2,94
289623,134684,105653,212592,18260,9,58036,5016180,1.16,0.36,2.68,2,109
132522,49336,36756,97258,6634,9,21838,2020826,1.08,0.33,2.44,2,78
241047,111699,73339,176287,38406,9,46394,3739976,1.24,1.03,2.99,2,449
136462,59409,46728,106164,18916,9,33394,2418587,1.38,0.78,2.46,2,97
172239,64814,53562,99399,5736,9,9314,2994523,0.31,0.19,2.16,2,120
159375,67450,57510,97509,14572,9,17342,2790969,0.62,0.52,2.42,2,124
178218,87288,75939,143860,16596,9,53420,3577490,1.49,0.46,2.44,2,99
177221,96036,75321,144203,37490,9,52156,3391786,1.54,1.11,2.83,2,398
181249,71003,43252,132591,16190,9,32944,2621113,1.26,0.62,2.71,2,113
199269,120455,82917,160729,37792,9,57190,3693196,1.55,1.02,3.26,2,690
236357,112426,85751,202774,38888,9,75592,4038962,1.87,0.96,2.78,2,650
190853,122619,84561,142255,37078,9,46292,4010949,1.15,0.92,3.06,2,607
166954,84220,72614,128491,4794,9,43244,3135263,1.38,0.15,2.69,2,149
177761,94095,67717,145142,16290,9,52550,3399525,1.55,0.48,2.77,2,185
260090,144473,105167,209668,38920,9,77642,4830255,1.61,0.81,2.99,2,467
213530,105389,82416,183114,38384,9,74560,4230120,1.76,0.91,2.49,2,560
223666,114500,85224,189777,38762,9,75786,4211718,1.8,0.92,2.72,2,539
222037,115449,86303,190641,39004,9,78272,4044814,1.94,0.96,2.85,2,555
231644,128769,89917,194531,37828,9,76606,4340624,1.76,0.87,2.97,2,535
249492,112826,87022,211366,37212,9,76970,4535546,1.7,0.82,2.49,2,563
267248,111145,84090,196233,14478,9,53054,4372514,1.21,0.33,2.54,2,155
227629,105738,77523,181379,19228,9,58424,3991151,1.46,0.48,2.65,2,151
285797,122659,94522,228486,39990,9,76206,4994482,1.53,0.8,2.46,2,465
163035,95044,73614,140890,39304,9,58624,3246214,1.81,1.21,2.93,2,471
197174,113980,76053,143149,38198,9,43890,3799052,1.16,1.01,3.0,2,456
159597,94095,64222,130238,39770,9,48720,2861730,1.7,1.39,3.29,2,472
175952,57128,40514,121412,14784,9,24500,2611009,0.94,0.57,2.19,2,202
146145,46402,39341,92733,8686,9,15284,2428984,0.63,0.36,1.91,2,149
227128,100283,79565,163618,2418,9,40398,3652205,1.11,0.07,2.75,2,135
192131,92069,64872,156539,37366,9,51442,3098218,1.66,1.21,2.97,2,532
218606,90333,78062,164729,8000,9,46080,3599066,1.28,0.22,2.51,2,145
164177,76676,49300,106114,15800,9,19870,2616169,0.76,0.6,2.93,2,266
254390,116694,78413,190975,38404,9,54336,4002629,1.36,0.96,2.92,2,441
147402,90658,61369,103050,19178,9,28240,2974118,0.95,0.64,3.05,2,317
153674,91457,64512,118792,38214,9,40546,3075286,1.32,1.24,2.97,2,424
196809,77795,51033,128707,14360,9,21098,2862543,0.74,0.5,2.72,2,208
161941,63535,57328,124248,4376,9,42016,2656191,1.58,0.16,2.39,2,153
239209,108218,81398,205022,36030,9,75946,4208129,1.8,0.86,2.57,2,505
156548,71956,62549,108837,16618,9,26296,2753193,0.96,0.6,2.61,2,298
191093,110689,86939,172290,38712,9,75206,3773375,1.99,1.03,2.93,2,394
172742,89684,66139,106623,8814,9,16370,2910677,0.56,0.3,3.08,2,163
162297,57734,45445,132482,5748,9,42410,2511509,1.69,0.23,2.3,2,125
192007,60211,48619,118888,7306,9,13898,2662744,0.52,0.27,2.26,2,138
176477,83836,56544,152646,18152,9,55114,2918556,1.89,0.62,2.87,2,342
185849,94956,72296,149216,39282,9,55862,3727219,1.5,1.05,2.55,2,446
184114,82584,61018,157678,39758,9,56606,3256855,1.74,1.22,2.54,2,461
254780,119498,80324,191041,38682,9,54862,4225866,1.3,0.92,2.83,2,449
127386,73360,44734,91620,18382,9,24604,2253831,1.09,0.82,3.25,2,373
158026,73838,64508,126610,3990,9,43980,2980598,1.48,0.13,2.48,2,110
194904,91964,65319,122592,14548,9,20992,3151648,0.67,0.46,2.92,2,230
240664,114423,88992,175331,14372,9,51130,4224894,1.21,0.34,2.71,2,311
199696,82763,54313,134129,19912,9,25484,2833424,0.9,0.7,2.92,2,157
153419,77733,56965,119676,3194,9,39614,2737233,1.45,0.12,2.84,2,152
163705,71590,59401,102690,7554,9,16924,3051688,0.55,0.25,2.35,2,147
197114,92230,65188,158244,36500,9,55302,3196333,1.73,1.14,2.89,2,489
269966,109818,88207,198511,36824,9,54582,4533674,1.2,0.81,2.42,2,453
130491,58886,49523,108206,3184,9,40840,2292783,1.78,0.14,2.57,2,152
98562,44784,28015,72048,18732,9,22364,1553280,1.44,1.21,2.88,2,320
128852,62754,46055,94376,17652,9,25780,2336008,1.1,0.76,2.69,2,290
188273,56921,44522,124479,6130,9,20582,2667756,0.77,0.23,2.13,2,156
195991,99330,72195,156491,39800,9,56660,3721442,1.52,1.07,2.67,2,435
130019,75557,56709,98220,17750,9,32162,2389485,1.35,0.74,3.16,2,270
189077,106541,79298,152905,14592,9,53988,3626054,1.49,0.4,2.94,2,321
123069,34693,28166,78062,9626,9,12016,1848696,0.65,0.52,1.88,2,149
147546,73865,53053,132388,36698,9,54872,2840174,1.93,1.29,2.6,2,403
150845,86567,64214,86908,8026,9,11176,3092701,0.36,0.26,2.8,2,118
144410,50343,45717,82376,4234,9,8052,2584669,0.31,0.16,1.95,2,129
274061,129888,91142,200370,38016,9,54366,4548277,1.2,0.84,2.86,2,560
190523,113633,85692,152222,18834,9,55198,3967620,1.39,0.47,2.86,2,186
143301,70989,58210,98690,7160,9,25332,2733201,0.93,0.26,2.6,2,132
119686,71033,47017,88666,8632,9,28006,2235624,1.25,0.39,3.18,2,74
222625,99489,81393,173941,17570,9,53758,3747808,1.43,0.47,2.65,2,199
226838,111424,88587,191308,38474,9,76182,4404992,1.73,0.87,2.53,2,505
129623,82293,59558,143434,39950,9,77932,2647395,2.94,1.51,3.11,2,575
173056,73384,55978,146872,19848,9,56548,2994687,1.89,0.66,2.45,2,260
121734,54182,45781,75101,7788,9,9900,1990048,0.5,0.39,2.72,2,106
208040,100982,80518,111311,3150,9,5838,3726551,0.16,0.08,2.71,2,160
154936,49973,44621,100283,4196,9,18528,2594491,0.71,0.16,1.93,2,120
240090,108711,71382,168372,37052,9,39062,3936679,0.99,0.94,2.76,2,443
227166,109676,81762,191336,37516,9,74090,3930614,1.88,0.95,2.79,2,413
180950,94383,67250,147452,17220,9,55756,3281548,1.7,0.52,2.88,2,355
187613,86492,72734,119655,17920,9,21584,3382392,0.64,0.53,2.56,2,322
139430,90701,63206,103921,16520,9,33382,2832673,1.18,0.58,3.2,2,313
167005,60265,49770,113324,5908,9,20376,2567301,0.79,0.23,2.35,2,132
214353,122631,95004,186809,39266,9,78864,4444738,1.77,0.88,2.76,2,449
173563,83226,74396,142943,14878,9,52774,3287388,1.61,0.45,2.53,2,266
218431,116398,96439,185272,36866,9,74486,4328804,1.72,0.85,2.69,2,483
166679,82658,71183,140953,18602,9,57106,3101682,1.84,0.6,2.66,2,169
164602,86100,64135,163641,37154,9,76856,3033526,2.53,1.22,2.84,2,492
265348,106990,84985,188505,7970,9,46748,4253773,1.1,0.19,2.52,2,179
170916,83193,55765,116448,17788,9,21986,2794380,0.79,0.64,2.98,2,158
159603,71064,54258,115903,18462,9,33888,2942468,1.15,0.63,2.42,2,310
151260,73862,61185,92786,8268,9,13500,2713895,0.5,0.3,2.72,2,139
143617,78254,66831,124896,15936,9,52186,2756135,1.89,0.58,2.84,2,356
142831,61126,47803,131874,18182,9,56034,2458193,2.28,0.74,2.49,2,339
239281,92172,71391,170368,3778,9,41032,3555525,1.15,0.11,2.59,2,130
263029,91725,83844,185341,7784,9,44630,4284375,1.04,0.18,2.14,2,120
253161,117249,79329,189074,36164,9,53622,4284484,1.25,0.84,2.74,2,488
199609,126162,88799,177126,38300,9,76974,4185814,1.84,0.91,3.01,2,434
196797,91073,77810,152508,17522,9,53678,3563545,1.51,0.49,2.56,2,306
250038,102012,75847,187348,38188,9,52836,4000941,1.32,0.95,2.55,2,448
181204,60549,57300,118535,4466,9,18718,2824145,0.66,0.16,2.14,2,164
177742,57873,40921,131015,15612,9,33052,2537261,1.3,0.62,2.28,2,300
151913,98647,70051,119671,37432,9,42676,3210156,1.33,1.17,3.07,2,524
233141,123340,85275,168232,39476,9,42162,4045466,1.04,0.98,3.05,2,400
98830,50215,35031,82524,16240,9,31492,1774644,1.77,0.92,2.83,2,58
147375,77925,50644,104031,14654,9,29584,2612252,1.13,0.56,2.98,2,262
189045,92305,63685,144100,37804,9,40332,3304178,1.22,1.14,2.79,2,486
219381,109519,70609,171360,37984,9,52206,3432680,1.52,1.11,3.19,2,463
157726,81755,53949,102337,18976,9,22000,2525090,0.87,0.75,3.24,2,332
197188,116362,78629,146900,39336,9,44808,3734840,1.2,1.05,3.12,2,430
250316,105744,78820,210101,37742,9,75810,3990829,1.9,0.95,2.65,2,486
114590,57957,43518,75945,8916,9,17308,1828918,0.95,0.49,3.17,2,68
248857,121438,93857,182678,16448,9,54398,4418036,1.23,0.37,2.75,2,346
182271,51433,41576,118761,9880,9,17982,2696090,0.67,0.37,1.91,2,118
165809,77643,67041,108130,3646,9,23264,3160393,0.74,0.12,2.46,2,136
117082,47890,44270,99162,3002,9,39166,2282447,1.72,0.13,2.1,2,104
203231,63000,54174,164626,15600,9,54024,3231356,1.67,0.48,1.95,2,129
193316,97752,76450,176636,36870,9,76266,3711776,2.05,0.99,2.63,2,517
228985,105733,82160,164440,9382,9,46040,3837254,1.2,0.24,2.76,2,145
104433,41041,28252,78114,6916,9,21264,1541069,1.38,0.45,2.66,2,105
187110,53185,45425,128518,6946,9,25848,2765077,0.93,0.25,1.92,2,111
214945,138883,100726,185184,36866,9,76226,4325222,1.76,0.85,3.21,2,525
152963,83489,63250,118971,2560,9,40826,2835118,1.44,0.09,2.94,2,159
215637,92611,77498,169950,14914,9,52974,3552883,1.49,0.42,2.61,2,143
176753,76006,54891,148260,39164,9,55452,3073987,1.8,1.27,2.47,2,593
173895,85799,62903,117638,9210,9,26034,3014257,0.86,0.31,2.85,2,128
278012,130089,92230,202289,36284,9,54206,4602415,1.18,0.79,2.83,2,465
202897,86640,63472,168222,38936,9,57008,3144761,1.81,1.24,2.76,2,538
182343,74657,53113,154948,39478,9,54612,2933884,1.86,1.35,2.54,2,460
182178,115613,78007,172510,38866,9,78058,3513699,2.22,1.11,3.29,2,574
178482,62524,55812,135155,5170,9,41306,2746457,1.5,0.19,2.28,2,111
204185,91316,69003,118575,6046,9,11892,3632223,0.33,0.17,2.51,2,111
184187,97314,68787,116167,18538,9,22630,3407984,0.66,0.54,2.86,2,339
103073,43022,31785,65007,4772,9,9920,1693693,0.59,0.28,2.54,2,66
172579,80593,56205,121286,9898,9,25942,2555106,1.02,0.39,3.15,2,134
139249,79695,56656,98920,9210,9,27872,2374017,1.17,0.39,3.36,2,128
138120,40728,34330,95061,7072,9,21244,2116043,1.0,0.33,1.92,2,138
211596,125402,87036,187787,38526,9,77578,4183671,1.85,0.92,3.0,2,492
217575,68696,62685,165057,9382,9,47398,3434826,1.38,0.27,2.0,2,103
188116,103301,78132,148839,14282,9,52720,3407981,1.55,0.42,3.03,2,118
232584,81650,68821,159624,16656,9,34358,3621484,0.95,0.46,2.25,2,144
170387,75145,61936,99825,7918,9,13420,2956113,0.45,0.27,2.54,2,170
261607,119925,92141,214225,36126,9,73694,4698058,1.57,0.77,2.55,2,531
131755,88048,49515,114736,39478,9,44960,2436908,1.84,1.62,3.61,2,457
165820,67407,45794,137346,38710,9,45336,2665866,1.7,1.45,2.53,2,477
126863,74951,56457,100310,18004,9,36256,2686060,1.35,0.67,2.79,2,167
155618,95358,57047,121275,37208,9,39698,2892010,1.37,1.29,3.3,2,509
216904,81146,61965,152469,19936,9,34880,3227693,1.08,0.62,2.51,2,341
181568,89842,61594,138076,19704,9,38492,3026355,1.27,0.65,2.97,2,332
169215,66298,52720,128197,17290,9,34198,2718266,1.26,0.64,2.44,2,178
270890,141020,104231,212984,36404,9,73824,4949421,1.49,0.74,2.85,2,464
307485,143770,104666,241649,39294,9,78480,5411760,1.45,0.73,2.66,2,575
165796,54083,44277,128111,16236,9,35520,2657130,1.34,0.61,2.04,2,215
207269,115189,91579,151102,7584,9,46626,3931610,1.19,0.19,2.93,2,140
198157,84596,66842,164036,18812,9,55802,3471680,1.61,0.54,2.44,2,333
157460,94553,66218,115381,19878,9,35844,2874579,1.25,0.69,3.29,2,343
187545,69605,59074,156290,17170,9,53698,3225752,1.66,0.53,2.16,2,321
138820,70422,54727,125121,16872,9,54346,2586447,2.1,0.65,2.72,2,225
238922,105480,82080,168356,36932,9,40054,4090003,0.98,0.9,2.58,2,474
125579,46972,32233,100240,19544,9,28252,1905448,1.48,1.03,2.47,2,287
116894,41381,31228,71428,4974,9,10696,1754604,0.61,0.28,2.36,2,69
190330,106562,77474,177977,38592,9,78466,3695839,2.12,1.04,2.88,2,494
166801,67254,58293,136866,15206,9,51468,3117348,1.65,0.49,2.16,2,243
171146,59753,53432,137510,3986,9,43144,2518368,1.71,0.16,2.37,2,126
181339,56578,44323,156384,17694,9,56656,2728664,2.08,0.65,2.07,2,299
259819,129828,103428,208170,38084,9,76112,4906964,1.55,0.78,2.65,2,443
230597,110891,83473,180595,37830,9,55582,3988687,1.39,0.95,2.78,2,557
198547,90780,69513,118119,5310,9,9588,3226478,0.3,0.16,2.81,2,156
156879,57141,46744,116405,14506,9,33734,2364064,1.43,0.61,2.42,2,212
186732,88468,61575,173223,38198,9,76056,3339789,2.28,1.14,2.65,2,594
166792,97354,69940,123507,18714,9,38604,3022047,1.28,0.62,3.22,2,187
152178,60274,53798,88842,5712,9,8192,2708018,0.3,0.21,2.23,2,131
219241,75311,63175,161660,4798,9,43076,3525564,1.22,0.14,2.14,2,138
169258,75257,48694,135535,37132,9,41896,2672204,1.57,1.39,2.82,2,434
195245,100949,89146,142347,5442,9,43624,3834838,1.14,0.14,2.63,2,134
127704,42775,30961,81666,7920,9,13684,1822010,0.75,0.43,2.35,2,95
180450,91280,67687,118422,9300,9,24152,3233355,0.75,0.29,2.82,2,109
177617,97870,75497,133501,5676,9,43190,3242761,1.33,0.18,3.02,2,133
168795,64127,53193,98318,4634,9,9938,2565928,0.39,0.18,2.5,2,135
187168,60903,55667,147527,7318,9,44412,3044506,1.46,0.24,2.0,2,127
115271,48548,37693,83557,2338,9,21990,1930035,1.14,0.12,2.52,2,102
126770,58058,49661,91752,8830,9,26726,2167908,1.23,0.41,2.68,2,120
187369,83899,62918,147401,5790,9,44246,2846368,1.55,0.2,2.95,2,95
159809,72631,48940,112758,9570,9,23856,2470414,0.97,0.39,2.94,2,118
145662,70381,49890,87125,2308,9,9848,2503566,0.39,0.09,2.81,2,78
164376,79906,65495,108118,14420,9,21702,3143594,0.69,0.46,2.54,2,192
253116,125414,87259,179485,38794,9,43416,4232168,1.03,0.92,2.96,2,522
194289,108034,80644,178927,37798,9,77414,3811931,2.03,0.99,2.83,2,529
190902,109557,70523,149889,38066,9,52600,3508152,1.5,1.09,3.12,2,436
179996,71623,68266,131792,3596,9,40922,3391472,1.21,0.11,2.11,2,178
169911,115684,77165,161780,38376,9,75828,3437540,2.21,1.12,3.37,2,569
185088,91874,79984,148447,16280,9,55246,3503276,1.58,0.46,2.62,2,152
138840,41324,37558,118894,3000,9,40578,2113288,1.92,0.14,1.96,2,115
146270,57321,47538,81078,3524,9,5720,2512027,0.23,0.14,2.28,2,108
164260,73062,60495,112241,7622,9,25574,2793357,0.92,0.27,2.62,2,156
224728,99200,75165,178698,39296,9,57368,4011842,1.43,0.98,2.47,2,382
204958,94085,67918,164533,14466,9,52344,3554230,1.47,0.41,2.65,2,216
171938,60508,37870,150986,36732,9,55606,2511772,2.21,1.46,2.41,2,434
215910,109113,82413,187280,38722,9,77464,4108029,1.89,0.94,2.66,2,473
135075,72704,54501,129858,19796,9,58756,2580468,2.28,0.77,2.82,2,392
161174,62472,50810,110050,7556,9,25952,2453474,1.06,0.31,2.55,2,132
185155,104019,75991,151554,39850,9,57054,3809352,1.5,1.05,2.73,2,469
214171,105462,78525,163223,38152,9,47316,3666924,1.29,1.04,2.88,2,508
144957,69011,43097,100800,14962,9,24930,2394378,1.04,0.62,2.88,2,138
203079,87603,71102,161081,16148,9,55692,3403631,1.64,0.47,2.57,2,322
162851,66930,44620,104041,5818,9,13244,2397033,0.55,0.24,2.79,2,121
199290,69185,49693,168369,19380,9,58964,2996670,1.97,0.65,2.31,2,331
209596,126428,87627,186440,38688,9,77418,4115959,1.88,0.94,3.07,2,503
239314,97735,72984,204243,39502,9,75742,3966147,1.91,1.0,2.46,2,502
263740,121452,83513,185505,39640,9,44362,4246070,1.04,0.93,2.86,2,401
181362,77887,66032,135936,4602,9,43710,3277342,1.33,0.14,2.38,2,136
127463,73315,55236,86308,16168,9,20570,2288743,0.9,0.71,3.2,2,239
183584,95804,68315,127702,15208,9,31330,3396840,0.92,0.45,2.82,2,249
165553,60226,51160,126444,2706,9,39608,2846840,1.39,0.1,2.12,2,145
222955,117701,90809,192349,39686,9,77094,4208439,1.83,0.94,2.8,2,473
132825,49233,42919,115185,4522,9,44124,2137901,2.06,0.21,2.3,2,126
264605,108114,85042,188930,7792,9,47670,4189704,1.14,0.19,2.58,2,98
179816,65281,58942,140431,9450,9,47028,3133020,1.5,0.3,2.08,2,125
220812,113300,76962,163673,36066,9,43886,3660752,1.2,0.99,3.09,2,422
80906,15488,13335,50510,2266,9,7824,1077796,0.73,0.21,1.44,2,43
161785,76026,49980,135729,37838,9,45378,2561961,1.77,1.48,2.97,2,419
201150,66381,50979,140242,14298,9,30052,2942893,1.02,0.49,2.26,2,170
187167,89740,61739,143778,37698,9,46230,3371158,1.37,1.12,2.66,2,517
238656,97961,71520,148611,14374,9,19862,3983125,0.5,0.36,2.46,2,111
195224,91764,65465,182285,37518,9,75742,3325195,2.28,1.13,2.76,2,396
227568,91913,65090,143537,16418,9,20210,3561678,0.57,0.46,2.58,2,294
249458,128584,88976,193509,39754,9,59602,4597658,1.3,0.86,2.8,2,456
113236,75164,47024,85347,19836,9,27272,2224401,1.23,0.89,3.38,2,284
117846,58321,44551,85700,7836,9,23304,2172491,1.07,0.36,2.68,2,135
205128,98177,76182,159442,36702,9,55010,3723476,1.48,0.99,2.64,2,509
193372,54432,49191,150164,5464,9,44124,2929440,1.51,0.19,1.86,2,110
242573,112348,90114,156479,5836,9,25562,4167438,0.61,0.14,2.7,2,136
188994,118561,80566,139030,38474,9,40818,3858913,1.06,1.0,3.07,2,440
201314,107228,79997,160848,17800,9,55980,3557244,1.57,0.5,3.01,2,139
275913,118178,91363,197863,14410,9,50858,4507629,1.13,0.32,2.62,2,300
152496,87234,59368,155564,38340,9,75110,2808159,2.67,1.37,3.11,2,542
135852,54913,52723,93811,2094,9,21450,2320650,0.92,0.09,2.37,2,105
170188,87542,70553,119467,17344,9,32472,3137586,1.03,0.55,2.79,2,290
147836,73751,44009,111368,19788,9,28468,2234223,1.27,0.89,3.3,2,325
120939,57773,46446,75223,2862,9,11420,1951764,0.59,0.15,2.96,2,101
138712,76627,53719,129128,38744,9,55252,2382927,2.32,1.63,3.22,2,520
204964,94935,67778,188424,39310,9,76160,3450193,2.21,1.14,2.75,2,539
221261,106297,79370,155039,15708,9,34824,3620824,0.96,0.43,2.94,2,339
160089,91015,64677,159953,38420,9,76366,3028267,2.52,1.27,3.01,2,552
210684,90383,72309,164739,18048,9,55116,3513432,1.57,0.51,2.57,2,375
180548,97095,74606,143987,39922,9,49360,3605040,1.37,1.11,2.69,2,457
199417,69412,62794,157350,8976,9,48204,3280336,1.47,0.27,2.12,2,155
179870,74410,67638,133964,4196,9,43540,3095668,1.41,0.14,2.4,2,131
201235,127770,90597,178098,37214,9,76978,4238458,1.82,0.88,3.01,2,516
160808,79414,57921,121549,37990,9,40492,3067766,1.32,1.24,2.59,2,538
151776,77126,55570,156630,39574,9,76984,2795843,2.75,1.42,2.76,2,507
220890,106650,87456,148883,18386,9,37544,4102765,0.92,0.45,2.6,2,348
196695,88786,67841,142918,5116,9,41254,3567319,1.16,0.14,2.49,2,121
199223,71334,61619,117920,2330,9,8656,3064896,0.28,0.08,2.33,2,143
206027,105398,91638,153133,8516,9,47900,3991335,1.2,0.21,2.64,2,147
162113,70759,56364,134716,14338,9,51870,2947132,1.76,0.49,2.4,2,202
176935,87138,65024,165208,37296,9,75290,3283946,2.29,1.14,2.65,2,523
196964,95111,66065,154097,38222,9,46406,3459063,1.34,1.1,2.75,2,403
204062,76441,55017,136201,6692,9,25364,2867169,0.88,0.23,2.67,2,114
241423,94526,73756,150537,3888,9,20602,3753808,0.55,0.1,2.52,2,107
176318,91961,65940,123282,14194,9,30828,2927018,1.05,0.48,3.14,2,228
137110,74449,51748,86973,7914,9,14474,2516375,0.58,0.31,2.96,2,138
